-32	-32
-31	-32
-31	-31
-32	-31
-33	-31
-33	-32
-33	-33
-32	-33
-31	-33
-30	-33
-30	-32
-30	-31
-30	-30
-31	-30
-32	-30
-33	-30
-34	-30
-34	-31
-34	-32
-34	-33
-34	-34
-33	-34
-32	-34
-31	-34
-30	-34
0	0
1	0
1	1
0	1
-1	1
-1	0
-1	-1
0	-1
1	-1
2	-1
2	0
2	1
2	2
1	2
0	2
-1	2
-2	2
-2	1
-2	0
-2	-1
-2	-2
-1	-2
0	-2
1	-2
2	-2
32	32
33	32
33	33
32	33
31	33
31	32
31	31
32	31
33	31
34	31
34	32
34	33
34	34
33	34
32	34
31	34
30	34
30	33
30	32
30	31
30	30
31	30
32	30
33	30
34	30
